48|153|347|0|0|-1|-1|0|0|&quot;
51|153|375|0|0|-1|-1|0|0|&quot;
61|153|433|0|0|-1|-1|0|0|&quot;
63|153|447|0|0|-1|-1|0|0|&quot;
71|153|506|0|0|-1|-1|0|0|&quot;
75|153|525|0|0|-1|-1|0|0|&quot;
87|153|597|0|0|-1|-1|0|0|&lt;
90|153|612|0|0|-1|-1|0|0|&quot;
92|153|631|0|0|-1|-1|0|0|&quot;
93|153|635|0|0|-1|-1|0|0|&gt;
98|153|693|0|0|2|2|1|0|&quot;
112|153|850|0|0|2|-1|0|1|&quot;
114|153|862|0|0|2|2|1|0|&quot;
116|153|893|0|0|2|-1|0|1|&quot;
119|153|903|0|0|-1|-1|0|0|&lt;
121|153|911|0|0|-1|-1|0|0|&gt;
48|162|284|0|0|-1|-1|0|0|&quot;
54|162|322|0|0|-1|-1|0|0|&quot;
91|162|539|0|0|-1|-1|0|0|&quot;
105|162|618|0|0|-1|-1|0|0|&quot;
107|162|630|0|0|-1|-1|0|0|&quot;
133|162|748|0|0|-1|-1|0|0|&quot;
53|170|396|0|0|-1|-1|0|0|&quot;
59|170|435|0|0|-1|-1|0|0|&quot;
93|170|682|0|0|-1|-1|0|0|&quot;
108|170|767|0|0|-1|-1|0|0|&quot;
87|172|680|0|0|-1|-1|0|0|&quot;
92|172|706|0|0|-1|-1|0|0|&quot;
110|172|807|0|0|-1|-1|0|0|&quot;
112|172|833|0|0|-1|-1|0|0|&quot;
118|172|857|0|0|-1|-1|0|0|&lt;
121|172|872|0|0|-1|-1|0|0|&quot;
123|172|888|0|0|-1|-1|0|0|&quot;
124|172|892|0|0|-1|-1|0|0|&gt;
129|172|936|0|0|2|2|1|0|&quot;
135|172|1029|0|0|2|-1|0|1|&quot;
157|172|1176|0|0|-1|-1|0|0|&lt;
159|172|1184|0|0|-1|-1|0|0|&gt;
79|182|557|0|0|-1|-1|0|0|&quot;
92|182|671|0|0|-1|-1|0|0|&quot;
31|184|194|0|0|-1|-1|0|0|&lt;
33|184|201|0|0|-1|-1|0|0|&gt;
38|184|245|0|0|2|2|1|0|&quot;
43|184|323|0|0|2|-1|0|1|&quot;
44|184|327|0|0|-1|-1|0|0|&lt;
46|184|335|0|0|-1|-1|0|0|&gt;
24|190|173|0|0|-1|-1|0|0|&quot;
26|190|191|0|0|-1|-1|0|0|&quot;
14|192|96|0|0|-1|-1|0|0|&quot;
17|192|139|0|0|-1|-1|0|0|&quot;
19|192|212|0|0|-1|-1|0|0|&lt;
21|192|219|0|0|-1|-1|0|0|&gt;
40|192|391|0|0|-1|-1|0|0|&lt;
42|192|399|0|0|-1|-1|0|0|&gt;
48|192|438|0|0|-1|-1|0|0|&quot;
80|192|592|0|0|-1|-1|0|0|&quot;
38|196|358|0|0|-1|-1|0|0|&quot;
40|196|380|0|0|-1|-1|0|0|&quot;
42|196|385|0|0|-1|-1|0|0|&lt;
45|196|400|0|0|-1|-1|0|0|&quot;
47|196|416|0|0|-1|-1|0|0|&quot;
49|196|421|0|0|-1|-1|0|0|&gt;
14|204|88|0|0|-1|-1|0|0|&quot;
44|204|271|0|0|-1|-1|0|0|&quot;
56|204|357|0|0|-1|-1|0|0|&quot;
58|204|372|0|0|-1|-1|0|0|&quot;
46|206|323|0|0|-1|-1|0|0|&quot;
49|206|340|0|0|-1|-1|0|0|&quot;
1|253|6|0|0|-1|-1|0|0|&quot;
44|253|275|0|0|-1|-1|0|0|&quot;
35|267|269|0|0|-1|-1|0|0|&quot;
37|267|287|0|0|-1|-1|0|0|&quot;
52|267|391|0|0|-1|-1|0|0|&quot;
57|267|417|0|0|-1|-1|0|0|&quot;
40|281|281|0|0|-1|-1|0|0|&lt;
42|281|288|0|0|-1|-1|0|0|&gt;
55|281|440|0|0|-1|-1|0|0|&lt;
57|281|448|0|0|-1|-1|0|0|&gt;
58|285|444|0|0|-1|-1|0|0|&quot;
135|285|893|0|0|-1|-1|0|0|&quot;
143|285|958|0|0|-1|-1|0|0|&quot;
146|285|974|0|0|-1|-1|0|0|&quot;
60|287|450|0|0|-1|-1|0|0|&lt;
62|287|457|0|0|-1|-1|0|0|&gt;
65|287|504|0|0|-1|-1|0|0|&lt;
67|287|512|0|0|-1|-1|0|0|&gt;
32|296|268|1|0|-1|-1|0|0|&lt;
34|296|276|0|0|-1|-1|0|0|&gt;
43|296|375|0|0|2|2|0|0|&quot;
48|296|407|0|0|2|2|0|0|&quot;
73|296|566|0|0|-1|-1|0|0|&lt;
75|296|574|0|0|-1|-1|0|0|&gt;
76|296|578|0|0|-1|-1|0|0|&lt;
79|296|593|0|0|-1|-1|0|0|&quot;
81|296|609|0|0|-1|-1|0|0|&quot;
83|296|614|0|0|-1|-1|0|0|&gt;
84|296|618|0|0|-1|-1|0|0|&lt;
86|296|625|0|0|-1|-1|0|0|&gt;
113|296|844|0|0|-1|-1|0|0|&lt;
115|296|852|0|0|-1|-1|0|0|&gt;
122|296|911|0|0|-1|-1|0|0|&lt;
124|296|918|0|0|-1|-1|0|0|&gt;
143|296|1071|0|0|-1|-1|0|0|&quot;
147|296|1097|0|0|-1|-1|0|0|&quot;
159|296|1176|0|0|-1|-1|0|0|&lt;
161|296|1184|0|0|-1|-1|0|0|&gt;
75|305|604|1|0|-1|-1|0|0|&amp;
81|305|636|0|0|-1|-1|0|0|&amp;
16|311|127|0|0|-1|-1|0|0|&quot;
18|311|137|0|0|-1|-1|0|0|&quot;
48|311|336|0|0|-1|-1|0|0|&quot;
50|311|349|0|0|-1|-1|0|0|&quot;
144|311|1053|0|0|-1|-1|0|0|&lt;
146|311|1060|0|0|-1|-1|0|0|&gt;
153|311|1144|0|0|-1|-1|0|0|&lt;
155|311|1152|0|0|-1|-1|0|0|&gt;
130|313|928|0|0|-1|-1|0|0|&lt;
132|313|935|0|0|-1|-1|0|0|&gt;
138|313|1000|0|0|-1|-1|0|0|&lt;
140|313|1009|0|1|-1|-1|0|0|&gt;
62|315|516|0|0|-1|-1|0|0|&quot;
65|315|531|0|0|-1|-1|0|0|&quot;
67|315|542|0|0|-1|-1|0|0|&quot;
71|315|569|0|0|-1|-1|0|0|&quot;
60|317|457|0|0|-1|-1|0|0|&quot;
72|317|536|0|0|-1|-1|0|0|&quot;
125|317|938|0|0|-1|-1|0|0|&quot;
162|317|1134|0|0|-1|-1|0|0|&quot;
164|317|1196|0|0|-1|-1|0|0|&amp;
82|324|626|0|0|-1|-1|0|0|&quot;
84|324|645|0|0|-1|-1|0|0|&quot;
15|326|113|0|0|-1|-1|0|0|&quot;
17|326|128|0|0|-1|-1|0|0|&quot;
61|328|461|0|0|-1|-1|0|0|&lt;
89|328|690|0|0|-1|-1|0|0|&gt;
111|328|859|0|0|-1|-1|0|0|&lt;
113|328|866|0|0|-1|-1|0|0|&gt;
115|328|909|0|0|-1|-1|0|0|&amp;
128|328|1003|0|0|-1|-1|0|0|&lt;
130|328|1012|0|1|-1|-1|0|0|&gt;
60|330|424|0|0|-1|-1|0|0|&quot;
68|330|460|0|0|-1|-1|0|0|&quot;
69|330|464|0|0|-1|-1|0|0|&lt;
71|330|471|0|0|-1|-1|0|0|&gt;
80|330|561|0|0|-1|-1|0|0|&lt;
82|330|569|0|0|-1|-1|0|0|&gt;
20|332|144|0|0|-1|-1|0|0|&lt;
22|332|151|0|0|-1|-1|0|0|&gt;
34|332|255|0|0|-1|-1|0|0|&lt;
36|332|263|0|0|-1|-1|0|0|&gt;
47|332|339|0|0|-1|-1|0|0|&quot;
52|332|368|0|0|-1|-1|0|0|&quot;
54|332|379|0|0|-1|-1|0|0|&quot;
59|332|413|0|0|-1|-1|0|0|&quot;
72|332|492|0|0|-1|-1|0|0|&lt;
74|332|499|0|0|-1|-1|0|0|&gt;
82|332|599|0|0|-1|-1|0|0|&lt;
84|332|607|0|0|-1|-1|0|0|&gt;
90|332|648|0|0|-1|-1|0|0|&quot;
97|332|693|0|0|-1|-1|0|0|&quot;
1|340|6|0|0|2|2|1|0|&quot;
100|340|545|0|0|2|2|0|0|&quot;
101|340|549|0|0|2|2|0|0|&lt;
103|340|556|0|0|2|2|0|0|&gt;
108|340|643|0|0|2|2|0|0|&lt;
110|340|651|0|0|2|2|0|0|&gt;
44|342|297|0|0|-1|-1|0|0|&quot;
47|342|314|0|0|-1|-1|0|0|&quot;
52|342|344|0|0|-1|-1|0|0|&quot;
55|342|367|0|0|-1|-1|0|0|&quot;
62|342|404|0|0|-1|-1|0|0|&quot;
71|342|466|0|0|-1|-1|0|0|&quot;
74|342|479|0|0|-1|-1|0|0|&quot;
76|342|495|0|0|-1|-1|0|0|&quot;
77|342|499|0|0|-1|-1|0|0|&lt;
79|342|506|0|0|-1|-1|0|0|&gt;
95|342|626|0|0|-1|-1|0|0|&quot;
99|342|652|0|0|-1|-1|0|0|&quot;
105|342|703|0|0|-1|-1|0|0|&lt;
107|342|711|0|0|-1|-1|0|0|&gt;
152|342|1028|0|0|-1|-1|0|0|&quot;
154|342|1042|0|0|-1|-1|0|0|&quot;
25|344|211|0|0|-1|-1|0|0|&lt;
27|344|218|0|0|-1|-1|0|0|&gt;
29|344|243|1|0|2|2|1|0|&quot;
34|344|343|0|0|2|-1|0|1|&quot;
35|344|347|0|0|-1|-1|0|0|&lt;
37|344|355|0|0|-1|-1|0|0|&gt;
26|346|229|0|0|-1|-1|0|0|&lt;
28|346|236|0|0|-1|-1|0|0|&gt;
36|346|336|0|0|2|2|0|0|&lt;
38|346|344|0|0|2|2|0|0|&gt;
7|348|56|0|0|-1|-1|0|0|&lt;
9|348|63|0|0|-1|-1|0|0|&gt;
12|348|95|0|0|2|2|1|0|&quot;
19|348|201|0|0|2|-1|0|1|&quot;
20|348|205|0|0|-1|-1|0|0|&lt;
22|348|213|0|0|-1|-1|0|0|&gt;
88|348|733|0|0|-1|-1|0|0|&lt;
90|348|740|0|0|-1|-1|0|0|&gt;
94|348|808|0|0|2|2|0|0|&lt;
96|348|816|0|0|2|2|0|0|&gt;
127|348|1049|0|0|2|2|0|0|&quot;
135|348|1104|0|0|2|2|0|0|&quot;
184|348|1424|0|0|2|2|0|0|&lt;
186|348|1431|0|0|2|2|0|0|&gt;
191|348|1473|0|0|-1|-1|0|0|&quot;
197|348|1569|0|0|-1|-1|0|0|&quot;
198|348|1573|0|0|2|2|1|0|&lt;
200|348|1581|0|0|2|2|0|0|&gt;
0|366|3|0|0|-1|-1|0|0|&lt;
26|366|146|0|0|-1|-1|0|0|&gt;
3|381|33|0|0|-1|-1|0|0|&amp;
0|408|3|0|0|-1|-1|0|0|&lt;
3|408|19|0|0|-1|-1|0|0|&quot;
6|408|39|0|0|-1|-1|0|0|&quot;
7|408|43|0|0|-1|-1|0|0|&gt;
0|409|3|0|0|-1|-1|0|0|&lt;
2|409|18|0|0|-1|-1|0|0|&gt;
0|410|3|0|0|-1|-1|0|0|&lt;
2|410|11|0|0|-1|-1|0|0|&gt;
9|425|63|0|0|-1|-1|0|0|&amp;
0|429|3|0|0|-1|-1|0|0|&lt;
56|429|334|0|0|-1|-1|0|0|&gt;
